qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,slen,aln_pct_qlen,aln_pct_slen
CDS_NZ_CP065432.1_1812219_1813794_pos,CDS_NZ_CP065432.1_1858715_1860293_neg,97.706,523,12,0,2,524,3,525,0.0,1051.0,524,525,99.81,99.62
CDS_NZ_CP065432.1_3881531_3882962_neg,CDS_NZ_CP065432.1_3883332_3884772_neg,88.84200000000001,475,53,0,1,475,1,475,0.0,871.0,476,479,99.79,99.16
CDS_NZ_CP065432.1_1756411_1757623_pos,CDS_NZ_CP065432.1_1799619_1800834_neg,99.25200000000001,401,3,0,3,403,1,401,0.0,809.0,403,404,99.5,99.26
CDS_NZ_CP065432.1_371555_372770_pos,CDS_NZ_CP065432.1_2741657_2742893_neg,90.5,400,38,0,5,404,4,403,0.0,746.0,404,411,99.01,97.32
CDS_NZ_CP065432.1_718806_720456_pos,CDS_NZ_CP065432.1_2799666_2801313_neg,92.897,535,38,0,11,545,13,547,0.0,1047.0,549,548,97.45,97.63
CDS_NZ_CP065432.1_2528097_2528652_neg,CDS_NZ_CP065432.1_2755568_2756111_neg,88.26799999999999,179,21,0,1,179,1,179,4.469999999999999e-116,324.0,184,180,97.28,99.44
CDS_NZ_CP065432.1_864886_865462_pos,CDS_NZ_CP065432.1_1086564_1087128_pos,88.649,185,21,0,1,185,1,185,1.0099999999999998e-121,338.0,191,187,96.86,98.93
CDS_NZ_CP065432.1_1198361_1198703_pos,CDS_NZ_CP065432.1_2838285_2838624_neg,99.083,109,1,0,1,109,1,109,7.629999999999999e-78,221.0,113,112,96.46,97.32
CDS_NZ_CP065432.1_2717756_2718098_neg,CDS_NZ_CP065432.1_2838285_2838624_neg,99.083,109,1,0,1,109,1,109,7.629999999999999e-78,221.0,113,112,96.46,97.32
CDS_NZ_CP065432.1_864886_865462_pos,CDS_NZ_CP065432.1_2415152_2415755_neg,86.95700000000001,184,24,0,1,184,1,184,3.489999999999999e-119,333.0,191,200,96.34,92.0
